Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,iso_code,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
Armenia,2013,,,5.319433592,0.002634313,0.874918032,4.440628485,0.0,0.141426945,43.171,0.531,0.192,1.809,ARM,,0.0,,0.0,,0.0,-2.908,-1.303,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,7.306,0.0,0.0,2.983,2.983,2.151,2.168,0.0,0.0,0.0,2.155,0.0,0.004,1.647,15008.882,,,,,,1029.199,40.826,40.826,,,,,1029.199,,0.0,0.0,29.443,,,,,742.236,,59.174,4.323,1491.718,,,,,,29.676,,,,,748.102,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,2520.918,2898000.0,43.496,743.616,29.498,,,,,,0.0,,,,,0.0,,26405591040.0,0.055,,,,,1.38,
Azerbaijan,2013,39.44322032,9814.910515,29.6283098,0,10.09542922,19.39788363,0.252864816,1.168310015,49.718,0.575,0.211,3.118,AZE,,,3.787,6.366,0.244,1.239,2.816,4.2,0.608,14.278,,0.0,0.0,0.0,0.0,,0.0,-16.667,0.023,-0.007,0.036,0.0,3.818,,,22.035,0.134,0.0,20.425,8.201,1.474,0.0,12.225,0.134,0.0,1.61,0.001,0.001,1.05,16340.765,3.393,97.399,4.902,149.37,15915.822,2176.373,92.694,37.216,0.444,61.314,0.415,94.03,873.806,10019.176,174.464,18589.682,6.689,-18.719,2.486,-0.878,3.812,157.059,406.229,7.306,1.61,171.55,-14.974,2.601,-0.702,3.988,424.943,0.0,,0.0,0.0,0.0,0.0,0.0,55.477,8.845,36.062,4.494,55.304,1302.567,5892.827,509.09,54245.027,14.278,0.608,,0.112,0.172,0.172,18.278,2347.923,9385000.0,153.358,171.55,7.306,-14.974,2.601,-0.702,3.988,424.943,0.005,,0.001,0.002,0.002,0.107,0.218,146000000000.0,0.005,,0.001,0.002,0.002,0.107,0.218
Belarus,2013,,,58.30951998,3.231347504,17.76012464,36.84130222,0.0,0.308021963,50.687,0.996,0.328,6.091,BLR,,,,,,,-11.812,-38.406,0.513,16.129,,0.0,0.0,0.0,0.0,,0.0,6.141,3.405,0.565,9.764,0.0,1036.11,,,29.633,0.152,0.0,29.336,29.336,0.137,0.0,0.0,0.152,0.0,0.297,0.0,0.008,1.525,30426.109,-11.861,99.703,-38.473,285.884,30335.703,3112.952,98.998,98.998,-0.72,67.206,-1.398,192.703,3112.952,20448.103,,,0.462,90.512,0.123,0.168,0.353,14.537,37.491,1.002,0.297,31.515,31.228,0.204,0.139,0.585,62.05,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-31.093,29.092,-37.64,83.416,0.0,8851.49,,,16.129,0.513,-14.204,0.073,-0.035,0.21,22.277,3144.467,9424000.0,286.736,31.515,1.002,31.228,0.204,0.139,0.585,62.05,0.0,,0.0,0.001,0.001,0.0,0.109,188000000000.0,0.027,32.53,0.007,0.005,0.02,0.849,2.173
Bosnia and Herzegovina,2013,,,21.74133259,17.11241737,4.183519407,0.381535464,0.0,0.009223464,79.604,1.384,0.545,6.071,BIH,-10.525,-3.12,,,,,8.646,6.443,0.0,0.0,,,,,,,57.268,,,,,2710.161,,26.526,7486.874,16.767,0.0,9.602,9.602,0.0,7.164,0.0,0.0,0.0,0.0,7.165,0.0,0.001,2.103,22851.026,,,,,,2710.161,57.268,0.0,,,,,0.0,,,,42.727,,,,,2022.015,,42.732,7.165,2022.297,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,4732.458,3543000.0,80.961,2022.297,42.732,,,,,,0.0,,,,,0.0,,38494396416.0,0.006,,,,,0.282,
Bulgaria,2013,,,39.45046137,24.41157313,9.647840071,4.978334293,0.284041864,0.47654753,54.962,0.797,0.307,5.336,BGR,-14.67,-9.575,,,0.0,,-7.531,-15.984,0.26,15.324,,0.0,0.0,0.0,0.0,481.0,45.086,-14.053,35.221,-11.302,69.126,2660.027,9482.254,55.695,7639.956,43.01,0.112,19.392,21.957,2.339,4.036,14.171,0.226,0.112,0.0,6.882,1.361,1.374,1.692,26922.036,-10.146,71.829,-15.918,140.972,19337.716,3011.879,51.05,5.438,-3.396,14.034,-0.968,27.544,320.85,3778.329,,,9.384,25.711,5.322,2.136,10.446,553.654,1432.893,48.95,21.053,2887.959,-0.669,27.522,-0.364,54.016,7409.58,32.948,-10.764,18.486,-4.377,36.282,1943.896,4976.923,0.525,-7.606,22.573,-3.647,44.302,31.001,6077.132,,,15.324,0.26,68.242,0.146,0.116,0.286,39.234,5899.838,7290000.0,196.262,944.063,16.002,29.247,9.036,4.013,17.734,2432.657,3.164,66.192,1.775,1.388,3.484,186.675,477.982,116000000000.0,3.193,11.853,1.792,0.373,3.518,188.41,482.548
Croatia,2013,,,16.47178653,2.708662743,9.080356737,4.196639157,0.012452937,0.361461236,44.971,0.323,0.165,3.729,HRV,,,,,,,9.001,7.802,0.901,29.389,,0.0,0.0,0.0,0.0,206.0,17.357,7.134,8.311,0.523,7.852,566.051,1835.88,,,13.948,0.126,2.421,4.672,2.021,8.622,0.0,0.23,0.126,0.0,9.276,0.011,0.517,1.073,22090.545,-3.335,74.478,-2.428,70.368,16452.555,1092.354,33.496,14.49,-5.445,28.088,-1.528,26.538,472.527,6204.808,,,61.813,77.177,23.364,9.615,22.074,2015.829,5161.191,66.504,9.276,2168.802,75.207,25.134,10.193,23.747,5552.258,0.0,,0.0,0.0,0.0,0.0,0.0,1.649,-3.804,38.079,-1.423,35.978,53.776,8411.866,,,29.389,0.901,32.178,0.339,0.078,0.32,74.826,3261.156,4277000.0,94.481,2168.802,66.504,75.207,25.134,10.193,23.747,5552.258,0.081,461.295,0.031,0.024,0.029,2.638,6.761,88068751360.0,3.709,56.196,1.401,0.476,1.324,120.946,309.48
Cyprus,2013,,,5.747238042,0.000533692,5.733362297,0.0,0.756109264,0.740990115,69.548,0.29,0.214,6.554,CYP,,,,,,,-10.584,-3.338,1.139,42.713,,0.0,0.0,0.0,0.0,666.0,0.0,0.0,0.01,0.0,0.003,0.0,2.44,,,4.29,0.049,0.0,3.963,0.0,0.0,0.0,3.963,0.049,0.0,0.327,0.047,0.231,1.083,24651.741,-11.414,96.412,-3.503,27.19,23767.194,3464.161,92.377,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,7.623,0.327,285.847,26.471,2.969,0.175,0.837,731.818,0.0,,0.0,0.0,0.0,0.0,0.0,92.377,-11.415,96.402,-3.503,27.187,3464.161,23764.754,,,42.713,1.139,-2.59,0.445,-0.003,0.125,109.661,3750.008,1144000.0,28.202,285.847,7.623,26.471,2.969,0.175,0.837,731.818,1.098,112.35,0.427,0.064,0.12,41.176,105.185,26033086464.0,5.386,24.113,2.097,0.115,0.591,201.958,516.972
Georgia,2013,,,7.687858977,1.355233821,2.752612157,3.404990765,0.0,0.258257887,42.52,0.533,0.177,1.992,GEO,59.134,0.765,199.965,0.039,-0.273,-0.002,11.186,6.672,0.0,0.0,,,,,,,0.0,,,,,0.0,,2.058,508.343,9.869,0.0,0.0,1.681,1.681,8.188,0.0,0.0,0.0,0.0,8.188,0.0,0.0,1.408,16378.603,,,,,,415.095,17.031,17.031,,,,,415.095,,0.058,14.429,82.969,,,,,2022.228,,82.969,8.188,2022.228,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,0.63,155.482,0.0,0.0,,,,,,2437.323,4049000.0,66.317,2022.228,82.969,,,,,,0.0,,,,,0.0,,47108521984.0,0.0,,,,,0.0,
Gibraltar,2013,,,0.507241501,0,0.507241501,0.0,12.20902583,0.021521615,65.532,0.448,0.519,14.681,GIB,,0.0,,0.0,,0.0,-7.905,-4.374,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,0.178,0.0,0.0,0.178,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.0,,1498650.42,,,,,,5225.294,100.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,100.0,,,,,5225.294,,0.0,0.0,0.0,0.0,,,,,,5225.294,34000.0,50.954,0.0,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,0.0,
Kazakhstan,2013,305.612149,54446.90948,251.1652395,147.0776536,47.23765027,56.83020636,0.0,0.504217921,72.962,1.423,0.644,14.625,KAZ,-0.497,-2.983,7.815,15.498,3.821,35.169,1.234,8.994,0.001,0.059,,0.0,0.0,0.0,0.0,,74.894,-0.996,59.085,-4.385,435.881,4279.578,25600.911,597.507,35093.769,97.289,0.001,72.864,89.628,16.199,7.654,0.0,0.565,0.001,0.0,7.661,0.001,0.005,1.822,43328.703,1.25,97.315,8.867,717.908,42165.406,5264.188,92.126,16.65,4.705,18.384,6.094,135.623,951.428,7965.625,213.815,12558.163,7.867,0.614,2.683,0.121,19.793,449.548,1162.495,7.874,7.661,449.959,0.648,2.685,0.128,19.806,1163.297,0.0,,0.0,0.0,0.0,0.0,0.0,0.581,5.14,19.846,7.157,146.404,33.181,8598.87,955.692,56131.325,0.059,0.001,,0.0,0.0,0.0,0.0,5714.147,17026000.0,737.715,449.959,7.874,0.648,2.685,0.128,19.806,1163.297,0.001,3626.941,0.0,0.002,0.002,0.059,0.118,405000000000.0,0.005,69.655,0.002,0.005,0.012,0.294,0.684
Kosovo,2013,,,8.437511079,6.650699643,1.699971343,0.0,0.0,0.046117619,84.092,1.442,0.542,4.56,OWID_KOS,-5.35,-1.061,,0.0,,0.0,3.232,0.843,0.0,,,,,,,,97.64,,,,,,,18.767,,6.144,0.0,5.999,5.999,0.0,0.142,0.0,0.0,0.0,0.0,0.145,0.0,0.003,,,,,,,,,97.64,0.0,,,,,,,0.0,,2.311,,,,,,,2.36,0.145,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,26.917,,2.36,,,,,,0.0,,,,,,,,0.049,,,,,,
Kyrgyzstan,2013,,,8.886064266,3.419935822,4.901850389,0.563143934,0.0,0.147576021,53.453,1.411,0.375,1.524,KGZ,20.962,1.124,433.332,0.282,-0.273,-0.002,-7.5,-5.916,0.0,0.0,,,,,,,5.773,,,,,139.561,,6.488,1132.083,13.855,0.0,0.8,0.859,0.0,12.996,0.0,0.059,0.0,0.0,12.996,0.0,0.0,3.086,12732.879,,,,,,149.915,6.201,0.0,,,,,0.0,,0.347,60.56,93.799,,,,,2267.667,,93.799,12.996,2267.667,,,,,,0.0,,,,,0.0,,0.428,,,,,10.353,,0.63,109.849,0.0,0.0,,,,,,2417.582,5731000.0,72.972,2267.667,93.799,,,,,,0.0,,,,,0.0,,23644280832.0,0.0,,,,,0.0,
Malta,2013,,,2.392065103,0,2.390528835,0.0,3.789736045,0.313598969,73.177,0.252,0.168,5.567,MLT,,0.0,,0.0,,0.0,-5.042,-1.391,0.262,13.831,,,,,,731.0,0.0,,,,,0.0,,0.0,0.0,2.251,0.006,0.0,2.216,0.0,0.0,0.0,2.216,0.006,0.0,0.035,0.029,0.0,2.541,61519.378,,,,,,5201.878,98.426,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,1.574,0.035,83.209,,,,,,0.0,,,,,0.0,,98.426,,,,,5201.878,,0.0,0.0,13.831,0.262,,,,,,5285.087,426000.0,26.207,83.209,1.574,,,,,,1.309,,,,,69.178,,10312181760.0,0.004,,,,,0.2,
Moldova,2013,,,6.984498729,0.62374243,2.198478684,3.952167812,0.0,0.064759727,47.268,0.906,0.267,2.345,MDA,,0.0,,,,,-3.112,-1.383,0.047,0.491,,,,,,,81.898,,,,,855.43,,0.0,0.0,4.256,0.002,3.486,3.942,0.456,0.311,0.0,0.0,0.002,0.0,0.314,0.0,0.001,2.253,10567.608,,,,,,967.45,92.623,10.725,,,,,112.021,,,,7.307,,,,,76.319,,7.377,0.314,77.055,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,0.491,0.047,,,,,,1044.506,4075000.0,43.063,77.055,7.377,,,,,,0.0,,,,,0.0,,19110815744.0,0.023,,,,,0.245,
Montenegro,2013,,,2.345862657,1.563363882,0.72301537,0.0,0.0,0.039968543,55.242,0.589,0.235,3.651,MNE,-5.263,-0.253,,0.0,,0.0,21.389,2.644,0.0,0.0,,,,,,,35.334,,,,,2163.802,,4.561,7285.249,3.834,0.0,1.355,1.355,0.0,2.479,0.0,0.0,0.0,0.0,2.479,0.0,0.0,1.405,23969.58,,,,,,2163.802,35.334,0.0,,,,,0.0,,0.0,0.0,64.666,,,,,3960.064,,64.666,2.479,3960.064,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,6123.866,626000.0,15.005,3960.064,64.666,,,,,,0.0,,,,,0.0,,10681120768.0,0.0,,,,,0.0,
North Macedonia,2013,,,8.005079575,4.931344246,2.69078581,0.303213669,0.0,0.031030964,67.743,0.841,0.294,3.809,MKD,,,,,,,-4.285,-1.337,,,,0.0,0.0,0.0,0.0,,,-16.35,45.346,-2.647,13.54,,6522.34,,,6.094,,,,,1.584,0.0,,0.0,,1.593,0.009,0.0,1.152,14383.441,-9.593,86.306,-2.735,25.771,12413.786,,,,13.206,5.046,0.176,1.507,,725.722,,,25.992,51.242,13.581,1.374,4.055,762.99,1953.44,26.14,1.593,767.35,51.693,13.659,1.39,4.079,1964.602,0.0,,0.0,0.0,0.0,0.0,0.0,,-2.4,35.914,-0.264,10.724,,5165.725,,,0.0,0.0,,0.0,0.0,0.0,0.0,2935.487,2076000.0,29.86,767.35,26.14,51.693,13.659,1.39,4.079,1964.602,0.149,217.224,0.078,0.016,0.023,4.36,11.162,25922627584.0,0.0,,0.0,0.0,0.0,0.0,0.0
Romania,2013,73.69224972,2560.543135,71.13170659,25.21263897,23.31487437,21.1272911,0.128921634,0.495122582,52.126,0.416,0.173,3.47,ROU,-26.622,-19.649,-0.951,-0.961,3.742,1.73,-6.975,-27.189,0.429,12.48,,0.0,0.0,0.0,0.0,364.0,28.933,-22.328,18.852,-19.65,68.356,841.206,3395.202,54.157,2689.948,58.535,0.251,16.936,26.769,9.255,14.956,11.618,0.578,0.251,0.0,20.148,0.42,4.52,0.88,18010.158,-12.472,77.185,-39.878,279.87,13901.077,1329.629,45.732,15.811,-8.707,31.558,-10.914,114.427,459.693,5683.559,100.019,4967.917,25.551,21.866,10.445,6.796,37.875,742.871,1881.238,54.268,31.766,1577.799,19.026,22.315,12.934,80.914,4018.957,19.848,0.717,8.204,0.212,29.746,577.063,1477.471,0.988,-8.754,26.776,-9.314,97.088,28.73,4822.316,47.966,2382.434,12.48,0.429,18.152,0.178,0.099,0.645,32.046,2907.428,20133000.0,362.599,1000.737,34.42,33.091,14.111,12.722,51.168,2541.486,0.718,5118.374,0.297,1.055,1.075,20.869,53.41,412000000000.0,7.722,70.181,3.191,4.772,11.572,224.517,574.793
Russia,2013,2016.328015,437800.9228,1578.527093,416.6356214,320.7815076,814.7033032,16.26389199,18.17951855,53.2,1.136,0.439,10.93,RUS,2.871,56.189,2.1,126.412,1.042,63.721,-1.287,-103.575,0.292,20.267,,0.0,0.0,0.0,0.0,,15.082,-8.035,13.247,-91.977,1052.714,1047.743,7294.049,2013.352,13950.129,1002.612,2.925,151.216,658.523,495.072,179.339,161.38,12.235,3.365,0.44,182.71,0.001,0.005,2.317,55059.972,-1.822,88.59,-130.677,7039.805,48777.447,4562.776,65.681,49.378,-0.877,53.466,-37.585,4248.678,3430.259,29438.267,6144.967,42577.29,17.887,10.159,5.836,42.772,463.791,1242.605,3213.517,34.319,344.09,2384.131,3.081,11.41,27.102,906.725,6282.525,16.096,-3.416,5.558,-15.622,441.663,1118.168,3060.195,1.22,-0.064,21.876,-1.115,1738.413,84.774,12045.131,6179.712,42818.032,23.315,0.336,-4.817,0.016,-0.062,1.233,8.542,6946.907,144324992.0,7946.53,1265.962,18.223,10.116,5.852,42.724,465.063,3222.33,0.0,154.895,0.0,0.017,0.028,0.007,0.192,3430000000000.0,0.0,-15.329,0.0,-0.002,0.011,0.035,0.079
Serbia,2013,,,46.37924018,33.25556156,8.694683779,4.10800713,0.029160255,0.133851594,73.141,1.154,0.432,6.379,SRB,5.474,4.661,0.0,,0.0,,1.368,2.592,0.056,2.355,,,0.0,0.0,0.0,,72.919,,,,,3056.713,,89.81,10069.54,37.388,0.021,27.263,27.263,0.0,10.101,0.0,0.0,0.021,0.0,10.125,0.002,0.001,1.628,21536.787,,,,,,3056.713,72.919,0.0,,,,,0.0,,,,27.017,,,,,1132.526,,27.081,10.125,1135.217,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,2.355,0.056,,,,,,4191.93,8919000.0,192.087,1135.217,27.081,,,,,,0.005,,,,,0.224,,118000000000.0,0.003,,,,,0.112,
Tajikistan,2013,,,3.055402003,1.011356522,2.036684561,0.007360918,0.0,0.107607478,30.31,0.433,0.134,0.373,TJK,25.243,0.681,-13.333,-0.022,-3.887,-0.005,3.776,2.322,0.0,0.0,,,,,,,0.0,,,,,0.0,,3.379,419.186,16.941,0.0,0.0,0.041,0.0,16.9,0.0,0.041,0.0,0.0,16.9,0.0,0.0,2.447,7917.373,,,,,,5.132,0.244,0.0,,,,,0.0,,0.141,17.493,99.756,,,,,2096.774,,99.756,16.9,2096.774,,,,,,0.0,,,,,0.0,,0.244,,,,,5.132,,0.13,16.09,0.0,0.0,,,,,,2101.906,8060000.0,63.814,2096.774,99.756,,,,,,0.0,,,,,0.0,,26079270912.0,0.0,,,,,0.0,
Turkmenistan,2013,185.1459071,125746.8208,59.3990863,0,18.26232717,41.13448411,0.0,1.39889751,60.105,1.434,0.674,11.009,TKM,,,0.0,0.0,4.003,5.573,-11.167,-33.72,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,17.741,0.0,0.0,17.738,6.055,0.003,0.0,11.683,0.0,0.0,0.003,0.0,0.0,2.774,49989.704,-11.168,99.995,-33.723,268.232,49987.317,3305.591,99.983,34.129,-15.726,72.066,-36.072,193.312,1128.341,36025.395,589.615,109879.712,0.017,-0.602,0.003,0.0,0.008,0.559,1.505,0.017,0.003,0.559,20.244,0.005,0.002,0.013,2.387,0.0,,0.0,0.0,0.0,0.0,0.0,65.855,3.238,27.93,2.35,74.92,2177.249,13961.922,144.791,26982.98,0.0,0.0,,0.0,0.0,0.0,0.0,3306.15,5366000.0,268.245,0.559,0.017,20.244,0.005,0.002,0.013,2.387,0.0,87.238,0.002,0.002,0.005,0.0,0.882,96708812800.0,0.0,,0.0,0.0,0.0,0.0,0.0
Ukraine,2013,278.3608065,9715.071958,268.6457346,149.311711,36.49656168,82.40618243,0.0,0.375857273,54.803,2.467,0.516,5.858,UKR,-2.237,-10.168,3.948,7.656,,,-5.147,-73.523,0.055,2.23,,0.0,0.0,0.0,0.0,,41.406,-3.022,35.561,-15.014,481.796,1669.855,10638.735,444.477,9814.663,182.637,0.101,75.623,89.663,13.053,13.663,78.0,0.988,0.101,0.0,14.974,0.57,0.64,2.715,29916.651,-5.545,81.377,-64.719,1102.531,24345.423,1979.88,49.094,7.147,-7.986,35.207,-41.396,476.992,288.22,10532.637,201.586,4451.293,7.481,30.949,2.609,8.353,35.344,301.698,780.437,50.906,92.974,2052.995,-3.591,18.58,-9.377,251.732,5558.589,42.708,-8.243,15.724,-19.137,213.035,1722.349,4704.115,0.541,-5.464,10.61,-8.308,143.743,21.805,3174.051,,,2.23,0.055,-25.081,0.019,-0.087,0.259,5.71,4032.876,45287000.0,1354.835,330.647,8.199,33.73,2.856,9.76,38.697,854.474,0.312,69.987,0.108,0.601,1.459,12.586,32.224,499000000000.0,0.35,120.247,0.121,0.893,1.635,14.132,36.102
Uzbekistan,2013,134.2102136,27364.23909,106.8459745,8.634448384,8.721732531,89.48913554,0.0,0.676389945,63.353,1.413,0.583,3.516,UZB,9.008,1.104,-1.107,-6.256,-8.373,-3.077,0.401,2.121,0.0,0.0,,0.0,0.0,0.0,0.0,,21.189,39.587,3.557,5.355,18.882,365.461,630.801,13.354,446.143,51.627,0.0,10.939,45.978,33.738,5.647,0.0,1.301,0.0,0.0,5.649,0.002,0.0,2.141,17734.614,0.476,96.976,2.437,514.797,17198.326,1536.038,89.058,65.348,-0.187,86.94,-0.866,461.519,1127.104,15418.405,559.02,18675.724,10.938,-1.932,3.024,-0.316,16.053,188.655,536.289,10.942,5.649,188.721,-1.932,3.024,-0.316,16.053,536.289,0.0,,0.0,0.0,0.0,0.0,0.0,2.521,-5.628,6.48,-2.051,34.397,43.473,1149.12,33.672,1124.921,0.0,0.0,,0.0,0.0,0.0,0.0,1724.759,29933000.0,530.85,188.721,10.942,-1.932,3.024,-0.316,16.053,536.289,0.004,,0.0,0.0,0.0,0.067,0.0,248000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Algeria,2013,198.4242498,81566.21208,116.8580378,0.399554301,53.0981657,63.35714072,0.877425779,1.568938717,56.355,0.751,0.261,3.037,DZA,0.0,,1.141,8.951,-3.612,-28.192,5.783,29.353,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,-45.89,0.342,-1.558,1.838,0.0,48.179,,,56.314,0.0,0.0,55.986,55.986,0.327,0.0,0.0,0.0,0.0,0.327,0.0,0.0,1.089,14078.557,5.942,99.939,30.097,536.629,14069.992,1467.918,99.419,99.419,7.523,59.822,22.474,321.215,1467.918,8422.008,793.389,20802.029,0.581,-74.703,0.047,-0.749,0.253,8.574,6.646,0.581,0.327,8.576,-69.491,0.061,-0.744,0.327,8.565,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.492,39.775,9.181,213.577,0.0,5599.805,752.215,19722.465,0.0,0.0,,0.0,0.0,0.0,0.0,1476.494,38140000.0,536.956,8.576,0.581,-69.491,0.061,-0.744,0.327,8.565,0.0,6.379,0.014,0.004,0.073,0.003,1.92,493000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Angola,2013,43.97021986,22972.246,20.99797386,0,18.71696437,0.787402803,0.737420632,1.17351522,34.888,0.176,0.1,0.741,AGO,,,,,-0.105,-1.044,5.816,5.622,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,7.976,0.0,0.0,3.242,1.765,4.719,0.0,1.477,0.0,0.0,4.734,0.015,0.0,0.731,3931.697,,,,,,124.618,40.647,22.134,,,,,67.86,,,,59.165,,,,,181.388,,59.353,4.734,181.965,,,,,,0.0,,,,,0.0,,18.513,,,,,56.758,,989.336,38027.99,0.0,0.0,,,,,,306.583,26016000.0,102.287,181.965,59.353,,,,,,0.188,,,,,0.577,,140000000000.0,0.0,,,,,0.0,
Benin,2013,5.126517723,2.5559498,5.123961773,0,4.547341664,0.020973832,0.0,0.127555976,27.144,0.424,0.158,0.446,BEN,,0.0,,0.0,,0.0,2.139,0.386,1.118,0.1,,,,,,,0.0,,,,,0.0,,0.0,0.0,0.089,0.001,0.0,0.086,0.058,0.002,0.0,0.029,0.001,0.0,0.003,0.0,0.0,0.95,1840.451,,,,,,8.644,96.647,64.698,,,,,5.786,,0.0,0.0,2.235,,,,,0.2,,3.353,0.003,0.3,,,,,,0.0,,,,,0.0,,31.95,,,,,2.857,,0.0,0.0,0.1,1.118,,,,,,8.944,10005000.0,18.414,0.3,3.353,,,,,,0.0,,,,,0.0,,19378673664.0,0.0,,,,,0.0,
Botswana,2013,5.651736062,0.8842598,5.650851802,2.381653677,3.108533161,0.0,0.0,0.038266703,52.671,0.403,0.176,2.625,BWA,1.7,0.163,,0.0,,0.0,23.005,3.067,0.0,0.0,,,,,,,99.77,,,,,420.107,,9.772,4737.011,0.869,0.0,0.867,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.598,7950.328,,,,,,420.107,99.77,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.23,0.002,0.969,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,421.076,2063000.0,16.402,0.969,0.23,,,,,,0.23,,,,,0.969,,27425443840.0,0.0,,,,,0.0,
Cameroon,2013,12.70800974,5323.596693,7.384413043,0,5.044355015,0.594291861,0.153621041,0.169011721,16.495,0.192,0.078,0.251,CMR,,0.0,-100.0,-2.95,-0.659,-0.265,-8.473,-3.103,1.092,3.08,,,,,,,0.0,,,,,0.0,,0.0,0.0,6.225,0.068,0.0,1.823,1.45,4.329,0.0,0.373,0.068,0.0,4.402,0.005,0.0,0.579,1518.103,,,,,,82.559,29.28,23.295,,,,,65.685,,0.0,0.0,69.547,,,,,196.099,,70.72,4.402,199.405,,,,,,0.0,,,,,0.0,,5.985,,,,,16.874,,39.965,1810.248,3.08,1.092,,,,,,281.964,22077000.0,33.515,199.405,70.72,,,,,,0.08,,,,,0.226,,57928609792.0,0.0,,,,,0.0,
