Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,iso_code,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
Hungary,1971,,,61.32703686,36.5056887,18.66458083,5.974630049,0.0,0.153725096,75.593,1.165,0.553,5.813,HUN,0.0,,0.0,,0.0,,3.249,6.956,,,,0.0,0.0,0.0,0.0,,,-3.203,47.056,-3.442,104.03,,10004.85,,,,,,,,,,,,,,,,2.875,21261.78,3.242,99.879,6.934,220.813,21236.134,,,,4.133,17.123,1.503,37.856,,3640.655,,,,9.091,0.121,0.022,0.267,,25.646,,,,9.091,0.121,0.022,0.267,25.646,,,0.0,0.0,0.0,,0.0,,12.667,35.701,8.874,78.927,,7590.628,,,,,,0.0,0.0,0.0,0.0,,10398000.0,221.08,,,9.091,0.121,0.022,0.267,25.646,,,0.0,0.0,0.0,,0.0,76897935360.0,,,0.0,0.0,0.0,,0.0
Iceland,1971,,,1.4179362,0.002704865,1.415231334,0.0,0.0,0.221364031,37.167,0.334,0.359,6.816,ISL,,,,,,,8.841,0.871,,,,0.0,0.0,0.0,0.0,,,-31.298,0.103,-0.005,0.011,,53.139,,,,,,,,,,,,,,,,2.669,51791.303,8.81,59.797,0.519,6.411,30969.588,,,,,0.0,0.0,0.0,,0.0,,,,8.967,39.891,0.352,4.277,,20660.242,,,,8.887,40.203,0.352,4.31,20821.716,,,0.0,0.0,0.0,,0.0,,8.919,59.694,0.524,6.4,,30916.449,,,,,-0.48,0.312,0.0,0.033,161.474,,207000.0,10.721,,,8.887,40.203,0.352,4.31,20821.716,,,0.0,0.0,0.0,,0.0,4016588032.0,,,0.0,0.0,0.0,,0.0
Ireland,1971,,,22.16772991,9.318655068,12.84907484,0.0,0.240393988,0.965392911,76.945,0.552,0.496,7.268,IRL,0.0,,,,,,3.952,2.99,,,,0.0,0.0,0.0,0.0,,,-4.558,30.343,-1.14,23.865,,8106.243,,,,,,,,,,,,,,,,3.026,26715.432,5.348,98.357,3.927,77.358,26276.497,,,,,0.0,0.0,0.0,,0.0,,,,-42.029,1.643,-0.937,1.292,,438.935,,,,-42.029,1.643,-0.937,1.292,438.935,,,0.0,0.0,0.0,,0.0,,10.463,68.014,5.067,53.493,,18170.254,,,,,,0.0,0.0,0.0,0.0,,2944000.0,78.65,,,-42.029,1.643,-0.937,1.292,438.935,,,0.0,0.0,0.0,,0.0,25994962944.0,,,0.0,0.0,0.0,,0.0
Italy,1971,293.8795803,1957.975,291.9216053,32.98857589,234.8037602,24.11157756,23.10852055,3.504930044,65.581,0.328,0.269,5.352,ITA,0.0,,1.897,2.387,-9.92,-1.73,5.333,74.339,,,,0.0,0.0,0.0,0.0,,,-3.394,7.553,-3.896,110.892,,2057.788,,,,,,,,,,,,,,,,2.107,27245.876,6.142,91.174,77.461,1338.661,24841.086,,,,3.306,8.609,4.046,126.398,,2345.518,128.202,2379.003,,-3.205,7.393,-3.594,108.553,,2014.379,,,,-2.353,8.826,-3.122,129.592,2404.791,,5.951,0.637,0.525,9.347,,173.453,,7.55,75.012,77.312,1101.372,,20437.78,15.71,291.522,,,-0.449,0.796,-0.053,11.692,216.958,,53889000.0,1468.253,,,-2.944,8.19,-3.647,120.245,2231.337,,,0.0,0.0,0.0,,0.0,697000000000.0,,,0.0,0.0,0.0,,0.0
Latvia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,1971,,,16.52855001,12.32584889,4.166969969,0.035731148,0.0,0.110681866,96.853,1.38,1.349,48.164,LUX,,,,,,,-3.839,-1.83,,,,0.0,0.0,0.0,0.0,,,-7.844,62.991,-2.457,28.873,,84422.986,,,,,,,,,,,,,,,,5.922,134022.922,-3.639,99.705,-1.726,45.7,133627.129,,,,100.873,0.32,0.074,0.147,,428.474,,,,-43.478,0.295,-0.104,0.135,,395.793,,,,-43.478,0.295,-0.104,0.135,395.793,,,0.0,0.0,0.0,,0.0,,4.106,36.394,0.658,16.681,,48775.668,,,,,,0.0,0.0,0.0,0.0,,342000.0,45.836,,,-43.478,0.295,-0.104,0.135,395.793,,,0.0,0.0,0.0,,0.0,7740144128.0,,,0.0,0.0,0.0,,0.0
Netherlands,1971,128.8426522,177.0855045,128.6655667,15.42701401,65.83875586,47.39979678,28.62210313,2.026150312,59.942,0.444,0.399,9.678,NLD,0.0,,38.209,106.667,0.0,,5.452,35.972,,,,0.0,0.0,0.0,0.0,,,-24.479,5.789,-13.056,40.278,,3063.417,,,,,,,,,,,,,,,,2.875,52916.65,5.445,99.838,35.869,694.623,52831.086,,,,30.709,33.138,54.167,230.556,,17535.423,385.834,29345.425,,,0.0,0.0,0.0,,0.0,,,,10.054,0.162,0.103,1.125,85.564,,10.054,0.162,0.103,1.125,,85.564,,-1.222,60.911,-5.242,423.79,,32232.246,,,,,,0.0,0.0,0.0,0.0,,13148000.0,695.748,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,242000000000.0,,,0.0,0.0,0.0,,0.0
Norway,1971,23.50088158,222.4041337,23.27847745,3.883623883,19.39485356,0.0,1.937973084,0.704060636,41.228,0.211,0.26,5.893,NOR,0.0,,,0.0,,,5.041,13.488,,,,0.0,0.0,0.0,0.0,,,-5.96,3.326,-0.592,9.348,,2393.864,,,,,,,,,,,,,,,,4.906,71966.61,-1.51,37.487,-1.615,105.349,26977.956,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.405,62.513,15.103,175.681,,44988.655,,,,9.405,62.513,15.103,175.681,44988.655,,,0.0,0.0,0.0,,0.0,,-1.054,34.16,-1.023,96.001,,24584.092,3.4,870.554,,,,0.0,0.0,0.0,0.0,,3905000.0,281.03,,,9.405,62.513,15.103,175.681,44988.655,,,0.0,0.0,0.0,,0.0,57288232960.0,,,0.0,0.0,0.0,,0.0
Poland,1971,293.2347728,913.59745,292.3211754,258.7104788,21.85254658,10.31951854,1.649913924,0.525876995,79.735,2.298,1.076,8.761,POL,0.0,,3.12,1.597,0.0,,3.163,31.241,,,,0.0,0.0,0.0,0.0,,,2.361,82.003,19.271,835.465,,25401.793,,,,,,,,,,,,,,,,5.146,30976.628,3.225,99.545,31.686,1014.182,30835.586,,,,9.979,6.526,6.034,66.493,,2021.665,52.79,1605.056,,-11.406,0.428,-0.561,4.358,,132.513,,,,-8.743,0.455,-0.444,4.639,141.043,,,0.0,0.0,0.0,,0.0,,6.029,11.015,6.381,112.225,,3412.128,,,,,71.186,0.028,0.117,0.281,8.53,,32890000.0,1018.821,,,-8.743,0.455,-0.444,4.639,141.043,,,0.0,0.0,0.0,,0.0,198000000000.0,,,0.0,0.0,0.0,,0.0
Portugal,1971,,,14.699744,2.543452848,12.02068514,0.0,2.341279817,0.707135025,54.768,0.216,0.14,1.649,PRT,0.0,,,,,,10.191,7.721,,,,0.0,0.0,0.0,0.0,,,-7.495,6.018,-0.407,5.024,,577.49,,,,,,,,,,,,,,,,1.161,9596.109,11.541,78.995,6.824,65.95,7580.462,,,,,0.0,0.0,0.0,,0.0,,,,6.306,20.529,1.017,17.139,,1969.989,,,,5.392,21.005,0.897,17.536,2015.647,,,0.0,0.0,0.0,,0.0,,13.466,72.977,7.231,60.926,,7002.972,,,,,-23.118,0.476,-0.119,0.397,45.658,,8700000.0,83.486,,,5.392,21.005,0.897,17.536,2015.647,,,0.0,0.0,0.0,,0.0,71920001024.0,,,0.0,0.0,0.0,,0.0
Slovak Republic,1971,,,39.20716305,24.37208842,12.10299877,2.664698057,0.0,0.0,65.103,1.107,0.603,8.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1971,,,120.4540028,38.66548462,81.09859467,0.688938898,6.006340342,1.758619346,66.76,0.298,0.22,3.44,ESP,0.0,,0.0,,0.0,,10.047,52.618,,,,0.0,0.0,0.0,0.0,,,0.499,19.903,0.57,114.707,,3347.442,,,,,,,,,,,,,,,,1.779,16818.72,8.319,83.424,36.926,480.796,14030.888,,,,432.432,0.69,3.232,3.979,,116.129,,,,14.561,15.335,11.233,88.378,,2579.095,,,,19.654,16.576,15.692,95.531,2787.832,,173.348,1.216,4.444,7.008,,204.522,,10.069,62.831,33.124,362.11,,10567.317,,,,,10.638,0.025,0.014,0.144,4.215,,34267000.0,576.327,,,14.555,15.36,11.247,88.522,2583.31,,,0.0,0.0,0.0,,0.0,324000000000.0,,,0.0,0.0,0.0,,0.0
Sweden,1971,83.11987719,14.2087125,83.10566847,5.56744117,77.21846921,0.0,3.622786567,0.332045897,54.374,0.436,0.458,10.132,SWE,0.0,,,,0.0,,1.439,6.893,,,,0.0,0.0,0.0,0.0,,,-9.854,4.105,-2.181,19.949,,2464.102,,,,,,,,,,,,,,,,3.283,60020.882,-6.198,70.125,-22.516,340.757,42089.516,,,,,0.0,0.0,0.0,,0.0,,,,25.363,29.732,29.231,144.478,,17845.59,,,,25.404,29.875,29.408,145.172,17931.366,,60.714,0.051,0.094,0.25,,30.879,,-5.961,66.019,-20.335,320.807,,39625.413,,,,,23.077,0.091,0.083,0.444,54.897,,8096000.0,485.929,,,25.356,29.824,29.314,144.922,17900.486,,,0.0,0.0,0.0,,0.0,148000000000.0,,,0.0,0.0,0.0,,0.0
Switzerland,1971,,,39.49324637,1.994111028,37.38549047,0.029593226,0.0,1.644857544,56.72,0.112,0.144,6.136,CHE,,,,,,,2.397,5.843,,,,0.0,0.0,0.0,0.0,,,-32.467,2.053,-2.464,5.125,,826.214,,,,,,,,,,,,,,,,1.653,40234.672,4.59,66.126,7.243,165.035,26605.626,,,,141.558,0.373,0.545,0.93,,149.928,,,,-0.442,32.326,-0.358,80.677,,13006.139,,,,-1.629,33.874,-1.4,84.541,13629.046,,-21.234,1.548,-1.042,3.864,,622.907,,6.115,63.7,9.162,158.98,,25629.485,,,,,,0.0,0.0,0.0,0.0,,6203000.0,249.576,,,-0.442,32.326,-0.358,80.677,13006.139,,,0.0,0.0,0.0,,0.0,151000000000.0,,,0.0,0.0,0.0,,0.0
Turkey,1971,,,44.57798643,16.78701335,25.68061632,0.0,0.266438011,0.08916055,51.004,0.299,0.128,1.152,TUR,0.0,,,,0.0,,10.802,15.778,,,,0.0,0.0,0.0,0.0,,,2.808,34.204,1.512,55.359,,1549.756,,,,,,,,,,,,,,,,0.87,4530.914,12.365,95.242,16.963,154.148,4315.339,,,,,0.0,0.0,0.0,,0.0,,,,-13.934,4.48,-1.174,7.251,,202.978,,,,-13.336,4.758,-1.185,7.701,215.575,,,0.0,0.0,0.0,,0.0,,18.54,61.038,15.451,98.789,,2765.583,,,,,-2.41,0.278,-0.011,0.45,12.598,,35721000.0,161.849,,,-13.336,4.758,-1.185,7.701,215.575,,,0.0,0.0,0.0,,0.0,186000000000.0,,,0.0,0.0,0.0,,0.0
United Kingdom,1971,632.677166,2566.042125,630.1111239,358.9141583,249.4743644,21.72260114,17.55185871,7.148212645,71.093,0.544,0.575,11.106,GBR,0.0,,66.182,72.467,35.897,0.65,-1.847,-47.077,,,,0.0,0.0,0.0,0.0,,,-11.376,39.563,-127.046,989.714,,17753.032,,,,,,,,,,,,,,,,2.849,44872.58,-1.953,96.567,-48.113,2415.71,43331.894,,,,61.239,7.623,72.432,190.709,,3420.849,181.963,3263.971,,-25.639,0.375,-3.231,9.369,,168.065,,,,1.221,3.433,1.036,85.892,1540.687,,5.905,3.059,4.267,76.522,,1372.622,,0.529,49.38,6.502,1235.287,,22158.013,2.462,44.154,,,,0.0,0.0,0.0,0.0,,55749000.0,2501.601,,,-25.639,0.375,-3.231,9.369,168.065,,,0.0,0.0,0.0,,0.0,878000000000.0,,,0.0,0.0,0.0,,0.0
Albania,1971,,,4.03919787,1.233585366,2.417892411,0.251194867,0.0,0.0,53.706,1.325,0.449,1.765,ALB,11.386,0.281,28.571,0.337,11.432,1.977,,,,,,,,,,,,,,,,,,2.748,1247.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.517,689.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.271,8751.556,,,,,,,,,2202000.0,,,,,,,,,,,,,,,,6768375808.0,,,,,,,
Armenia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1971,,,64.6328678,34.46174586,29.48608353,0.588166056,0.0,0.614900087,80.135,3.938,1.516,7.478,BGR,0.0,,,,0.0,,4.132,8.635,,,,0.0,0.0,0.0,0.0,,,-1.297,42.312,-1.21,92.075,,10757.657,,,,,,,,,,,,,,,,2.937,25424.499,4.229,97.23,8.585,211.581,24720.236,,,,-21.654,1.322,-0.795,2.877,,336.079,,,,0.836,2.77,0.05,6.028,,704.262,,,,0.836,2.77,0.05,6.028,704.262,,,0.0,0.0,0.0,,0.0,,9.987,53.596,10.59,116.629,,13626.5,,,,,,0.0,0.0,0.0,0.0,,8559000.0,217.608,,,0.836,2.77,0.05,6.028,704.262,,,0.0,0.0,0.0,,0.0,74092478464.0,,,0.0,0.0,0.0,,0.0
Croatia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1971,,,1.76537118,0,1.764276428,0.0,0.006252764,0.150655956,70.953,0.679,0.499,2.827,CYP,,,,,,,19.284,1.544,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,1.519,15376.042,19.284,100.0,1.544,9.549,15376.042,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,19.284,100.0,1.544,9.549,,15376.042,,,,,,0.0,0.0,0.0,0.0,,621000.0,9.549,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,6284939776.0,,,0.0,0.0,0.0,,0.0
Georgia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,1971,,,0.069442344,0,0.069442344,0.0,3.537022245,0.01537254,55.447,0.15,0.184,2.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1971,,,0.662333049,0,0.662333049,0.0,0.189947888,0.175246412,74.272,0.742,0.494,2.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,1971,121.1872797,5347.391635,115.839888,32.82522526,30.11406397,52.39593257,0.0,0.064680115,65.003,2.173,0.902,5.604,ROU,0.0,,6.868,14.933,3.042,4.83,6.082,26.246,,,,0.0,0.0,0.0,0.0,,,5.617,19.217,4.679,87.969,,4232.553,,,,,,,,,,,,,,,,5.869,22024.649,5.064,97.272,21.463,445.274,21423.893,,,,6.922,49.811,14.761,228.015,,10970.692,232.362,11179.833,,62.099,2.728,4.783,12.486,,600.756,,,,62.099,2.728,4.783,12.486,600.756,,,0.0,0.0,0.0,,0.0,,1.59,28.244,2.023,129.29,,6220.647,163.636,7873.149,,,,0.0,0.0,0.0,0.0,,20784000.0,457.76,,,62.099,2.728,4.783,12.486,600.756,,,0.0,0.0,0.0,,0.0,77990699008.0,,,0.0,0.0,0.0,,0.0
Russia,1971,,,,,,,,,,,,,RUS,2.524,92.296,7.302,149.431,6.808,279.539,,,,,,,,,,,,,,,,,,3749.137,28656.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.0,16785.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4385.386,33519.47,,,,,,,,,130831000.0,,,,,,,,,,,,,,,,1850000000000.0,,,,,,,
Serbia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,1971,,,,,,,,,,,,,UKR,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47435000.0,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,1971,41.21207134,32521.32806,8.690743282,0.384980129,5.920485572,2.383026355,0.61509066,0.292902876,59.253,0.284,0.099,0.578,DZA,0.0,,5.409,1.319,-23.836,-133.712,8.236,3.019,,,,0.0,0.0,0.0,0.0,,,-72.289,0.674,-0.698,0.267,,17.986,,,,,,,,,,,,,,,,0.463,2667.68,10.596,97.689,3.713,38.757,2606.043,,,,13.551,27.851,1.319,11.05,,742.974,25.699,1727.997,,-43.103,2.311,-0.694,0.917,,61.637,,,,-43.103,2.311,-0.694,0.917,61.637,,,0.0,0.0,0.0,,0.0,,12.701,69.164,3.092,27.44,,1845.083,427.262,28729.294,,,,0.0,0.0,0.0,0.0,,14872000.0,39.674,,,-43.103,2.311,-0.694,0.917,61.637,,,0.0,0.0,0.0,,0.0,85780643840.0,,,0.0,0.0,0.0,,0.0
Angola,1971,6.083512581,3652.665528,2.430847053,0,1.5557448,0.084804962,0.777670236,0.229600817,10.032,0.042,0.024,0.268,AGO,,,,,12.952,7.617,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.427,10996.064,,,,,,,,,6041000.0,,,,,,,,,,,,,,,,,,,,,,,
Benin,1971,0.5149296432,0.1007782,0.514828865,0,0.3103786,0.0,0.0,0.015891481,6.585,0.118,0.044,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,1971,0.207299294,0.0,0.207299294,0,0.151253289,0.0,0.0,0.003189042,17.369,0.23,0.1,0.23,BWA,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646000.0,,,,,,,,,,,,,,,,1076999936.0,,,,,,,
Cameroon,1971,1.562816057,0.3853493,1.562430708,0,0.749360388,0.0,0.0,0.169011721,6.504,0.119,0.048,0.11,CMR,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,6690000.0,,,,,,,,,,,,,,,,9707310080.0,,,,,,,
Congo,1971,0.9243703026,260.2921086,0.664078194,0,0.577480956,0.004245362,0.0,0.0,26.932,0.314,0.165,0.42,COG,,,,,-26.316,-0.058,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,119.001,,,,,,,,,1366000.0,,,,,,,,,,,,,,,,2277664000.0,,,,,,,
Cote d'Ivoire,1971,2.77708693,0.812239,2.776274691,0,2.433882187,0.0,0.062229567,0.130745018,23.364,0.169,0.072,0.451,CIV,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,5329000.0,,,,,,,,,,,,,,,,17128584192.0,,,,,,,
Democratic Republic of Congo,1971,4.208450728,0.931364,4.207519364,1.018046865,1.58556206,0.0,0.407603795,0.280147308,9.214,0.104,0.057,0.125,COD,9.804,0.081,,,,,,,,,,,,,,,,,,,,,,0.912,44.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20564000.0,,,,,,,,,,,,,,,,49786462208.0,,,,,,,
